topic,hashtag,tweet_id,image_path,sample_path,body_text,image_text,text_with_OCR,label
ageism_04,covididiot,1245931912541220865,./tweet_data/ageism_04/covididiot/tweets1/EUpwd47XQAAd2c1.jpg,./annot_3000_hate/EUpwd47XQAAd2c1.jpg,".@realDonaldTrump you're guilty of thousands of counts of manslaughter. Period. 

#coronavirus
#CoronavirusPandemic
#ArrestTrumpSaveLives
#COVIDIDIOT https://t.co/G56UtWH5O0 https://t.co/GeDy7vStvk",WE FORCED A CROOK OUT OF OFFICE. WE'LL DO IT AGAIN. ,ar waite hy pian ae iy mh maat wade,1.0
politics_08,LiarInChief,1297349686983000065,./tweet_data/politics_08/LiarInChief/tweets4/EgEcqgRWkAAZKVr.jpg,./annot_3000_hate/EgEcqgRWkAAZKVr.jpg,Who cannot wait to see this come true?#MelaniaRuinsEverything #TrumpIsTheWORSTPresidentEVER #TrumpIsALaughingStock #LiarInChief #ProsecuteTraitorTrump #said #ProsecuteTrumpNow https://t.co/VMC6S8w6yp,DOING HIME 764 76497 764397 7699 THE TRUMPS FIND NEW FEDERAL HOUSING ,wi fn watt oe es ro gid isl m8 pte new federal housing fp fu,1.0
asianhate_08,CCPVirus,1290462724036730880,./tweet_data/asianhate_08/CCPVirus/tweets1/EeiktMAUwAArxIB.png,./annot_3000_hate/EeiktMAUwAArxIB.png,"#CCPVirus the origin is not from bats, It's from salmon! https://t.co/GQhzRP3iOk",Wuhan Lab Nothing to see here. No reason to investigate. We'll let you know. ,ae nf ee tyee reason investigate weill let know,0.0
politics_04,TrumpGenocide,1247889507745034242,./tweet_data/politics_04/TrumpGenocide/tweets2/EVFk4_4UcAMj56J.jpg,./annot_3000_hate/EVFk4_4UcAMj56J.jpg,"@politvidchannel @mbrom999 Too bad the illegitimate #FakePOTUS and Fox NOT news is killing us. 
#TrumpLiesAboutCoronavirus 
#TrumpLiesAmericansDie
#FoxNewsLiedAsPeopleDied
 #TrumpGenocide
#Hydroxychloroquine 
America deserves better! 
Out with Fox #FakeNews. #DumpTraitorTrump
#Resistance https://t.co/825QVlkOOM",TRUMP FIRES OBAMA'S ENTIRE PANDEMIC RESPONSE TEAM TWO YEARS AGO - BLAMES OBAMA FOR HIS INABILITY TO RESPONSE TO A PANDEMIC ,ala obamas entire ee aa rd os response team sn 35 wu ls wtr kenda soa df msu,0.0
politics_2020-02,kag,1226987957514637312,./tweet_data/politics_2020-02/kag/tweets2/EQcjCxPXsAApHg2.jpg,./annot_3000_hate/EQcjCxPXsAApHg2.jpg,"@realDonaldTrump @nytimes @DanaPerino @FoxNews Winning like being SPANKED by a #PornStar

Winning like the government shutdown

#KAG = Killing American Greatness https://t.co/vP0hLZedlo",I BELIEVE DONALD J. TRUMP WAS SENT BY GOD. WHY? DID HE RUN OUT OF LOCUSTS? ,ta aa ty au trump sa send god ft,1.0
immigration_08,BuildTheWall,1297265442487259137,./tweet_data/immigration_08/BuildTheWall/tweets4/EgDPo5xXkAIfFvf.png,./annot_3000_hate/EgDPo5xXkAIfFvf.png,"Looking for a GRIFT? 
#Bannon #Kolfage #BuildTheWall #Prince #Schilling #Tancredo #Clarke #Kobach #MAGA2020 #KAG2020 @ProjectLincoln https://t.co/NLkAPPMpKZ","TRU LOOKING FOR A GRIFT? TRUMP PENCE UMP RUMP The official Donald J. Trump Store offers unique, one- UMP <> of-a-kind gifts. Show someone you care, all while supporting our Make America Great Again movement! UMP PENCE SHOP NOW TRUMP TRUMP PEN C TR UMP PE NCE ",look al official donald trump store offer unique eee epe clan ote hea fat yy support america great tanto,0.0
politics_08,TrumpIsALaughingStock,1295550550742839300,./tweet_data/politics_08/TrumpIsALaughingStock/tweets3/Efq2kLhXkAAB07O.jpg,./annot_3000_hate/Efq2kLhXkAAB07O.jpg,"@Acyn Not cocaine. Imbibed too much promoting #Trump's winery. #FoxNews edited that part of the segment out it seems. 🤣

👉#Satire but probably true too. 👈

#FakeNews #DrunkHistoryTrump #DrunkBoy #TrumpIsAnIdiot #TrumpIsALaughingStock https://t.co/TF4J5f3plz","MONITORING THE DNC FOX JUNIOR: I LOVE WINE AND KISSING ASS NEWS LIVE MISLEADING STATEMENTS AND ""OPERATIONAL FARURES IN FOXX'S HANDUNG OF CASE... FOXX'S BREAKING NEWS ",love wine kissing ass ju io new,1.0
politics_04,TrumpIsACompleteFailure,1251375950585102338,./tweet_data/politics_04/TrumpIsACompleteFailure/tweets3/EV3HyvQX0AAj2A_.jpg,./annot_3000_hate/EV3HyvQX0AAj2A_.jpg,@SuperTuxedoMask @RepGosar @realDonaldTrump @TheLoveBel0w Did you tell them Trump is a role model? #Deplorables #FilthyFuckingBirther #TrumpIsACompleteFailure  #FakeChristian https://t.co/gq0caJJ8Ci,MAKE A GREAT Let he who HASN'T faw dogged a porn star just after the birth of his fifth child with his third wife cast the first stone. ,ae nia let dog porn sta birth fifth child wife cast stone,1.0
politics_2020-02,kag,1223996340876636160,./tweet_data/politics_2020-02/kag/tweets1/EPyCLv7U0AAF8R9.jpg,./annot_3000_hate/EPyCLv7U0AAF8R9.jpg,Republicans doing what they do. #MAGA #KAG #TrumpTrash https://t.co/6XkYqFwUXw,REPUBLICAN SENATORS LINE UP TO DO THEIR CONSTITUTIONAL DUTY MKaplan ,republican senator line constitutional duty axis yi ay,1.0
politics_04,TrumpGenocide,1249499467809615872,./tweet_data/politics_04/TrumpGenocide/tweets2/EVcdJFCU0AAiifY.jpg,./annot_3000_hate/EVcdJFCU0AAiifY.jpg,"22K dead

#TrumpGenocide https://t.co/roox8n9pc0",U.S.A.! U.S.A.! MAGA CHINA ITALY S. KOREA Bramhall 20 CORONAVIRUS ,usa china yay korea zi l2 ae ze,1.0
politics_12,TrumpIsACompleteFailure,1336396984257814532,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets2/EovV-XNXMAMnhH7.jpg,./annot_3000_hate/EovV-XNXMAMnhH7.jpg,He is truly the greatest at making shit wayyy worse. #TrumpIsACompleteFailure https://t.co/hCZw2cjftb,I'M SO FULL OF SHIT Oops! Tech ICrapped My Pants Super FLUFF Size: Lard-Ass (3X-Large) GOVA 22 ies White Be churtas Bl I'VE STOPPED WIPING MY ASS ,ll im dss ofs ae ie sd onal lf 22 size es ve stop wipe ass,1.0
ageism_2021-04,covidiots,1384172865914753025,./tweet_data/ageism_2021-04/covidiots/tweets3/EzWR4OLUcAcx-V6.jpg,./annot_3000_hate/EzWR4OLUcAcx-V6.jpg,"@dmuthuk @narendramodi @AmitShah @ECISVEEP Harsh reality of India.
#COVIDSecondWaveInIndia 
#COVIDEmergency 
#COVID19India 
#COVIDIOTS https://t.co/2bWhQ6DX8T",Country sinking due to Covid Politicians busy with their élection rallies imgflip.com ,eo oe bal country sink lg oo list pol li busy wi sca thei tally,1.0
politics_2021-04,QAnonCult,1382041388754333699,./tweet_data/politics_2021-04/QAnonCult/tweets2/Ey39x13WUAAqTl8.jpg,./annot_3000_hate/Ey39x13WUAAqTl8.jpg,"@Stonekettle #SystemicRacism #GQPTraitorsToDemocracy #Cult45 
#QAnonCult #GOPDeathCult #GQPDomesticTerrorists 

The dirty secret of fascism is that its appeal is not rational; it is, therefore, impervious to rational argument. You cannot talk someone out of a feeling of hatred.
K. Cross https://t.co/zCswla4ZO7",OH LOOK. BOTH OF THE CONFEDERATE FLAGS. ,aere iia ih oreo fti flags,1.0
ageism_08,covidiots,1291378979249815556,./tweet_data/ageism_08/covidiots/tweets1/EevlMTnXgAE7Dkg.png,./annot_3000_hate/EevlMTnXgAE7Dkg.png,"Taylor Co FL is #1 hotspot in country according to NYT.  Yet in the last couple of days, this a scene there in the city limits of Perry, FL who requires masking.  See any masks here?  Any social distancing?  @CNN @WCTV @MSNBC   #coronavirus  #COVIDIOTS https://t.co/YyKKs302qT",LTE 9:55 + Perry Newspapers K-9 K-9 Write a comment... GIF ,lte 955 perry newspapers 7s ne el neo ys ie waa 14 write comment,0.0
immigration_08,BuildTheWall,1291162539427082241,./tweet_data/immigration_08/BuildTheWall/tweets1/EeshfE1XYAAzRAP.jpg,./annot_3000_hate/EeshfE1XYAAzRAP.jpg,@JoJoFromJerz @Acosta Trump2020 #4MoreYears #KAG #BuildTheWall #VoteRed https://t.co/iFbuaqjWpq,"I WILL NOT ALWAYS BE THE PRESIDENT OF THE UNITED STATES. BUT FOR THE 8 YEARS THAT I AM,IWILL EXPOSE THE DEMOCRATS AS THE HATEFUL, VILE, CORRUPT, SOCIALIST, & ANTI-AMERICAN PARTY THAT THEY REALLY ARE. ",es united states ea tte tin ts md socialist antiamerican,1.0
politics_08,TrumpIsALaughingStock,1291199234797117441,./tweet_data/politics_08/TrumpIsALaughingStock/tweets1/EetC09rWAAEj2k5.jpg,./annot_3000_hate/EetC09rWAAEj2k5.jpg,@mslauraz @realDonaldTrump Can’t.  Barron’s school is #virtuallearning #Hypocrite #TrumpIsALaughingStock #TrumpHasNoCredibility #TrumpOwnsEveryDeath https://t.co/Lb8Ehj2HHA,"IT DIDN'T HAVE TO BE THIS BAD. The hard truth is that Donald Trump was simply not up to the job. Women for ""BIDEN ",didnt bad yr biden,0.0
mask_2021-04,takeoffyourmask,1379079602929332233,./tweet_data/mask_2021-04/takeoffyourmask/tweets1/EyN5ljZWYAI2KJE.jpg,./annot_3000_hate/EyN5ljZWYAI2KJE.jpg,"Are you claiming that some ""virus"" has ever been purified &amp; proven to cause (by itself) certain symptoms.

Anyone claimed to have a ""virus"" never proven to exist is a victim of (at best, incompetent, at worst, criminal) misdiagnosis.

#TakeOffYourMask 

https://t.co/3Ron4Zlm0B https://t.co/YEqAwKEpUE",Want to know why the government is so powerfull ?? Because you're a fucking coward. ,hy government cr 77 pan aren hee ss cking coward,1.0
politics_08,TrumpLiesPeopleDie,1300214349340930049,./tweet_data/politics_08/TrumpLiesPeopleDie/tweets5/EgtKD1hUMAAITRQ.jpg,./annot_3000_hate/EgtKD1hUMAAITRQ.jpg,Trump says he’ll fix all this when re-elected.  But if that’s true why doesn’t he fixing it now instead of making it worse? #TrumpVirus #TrumpRiots #unfit #TrumpLiesPeopleDie https://t.co/J1ZZ3bHLUM,Let's be 100% clear: Multnomah County WN Park Compi 5325 5329 99E 211 This is TRUMP'S America ,rr ee oe 32 salli ri pgs ee,0.0
politics_08,TrumpChaos,1298452108602216448,./tweet_data/politics_08/TrumpChaos/tweets4/EgUHTz5XgAQrOEA.jpg,./annot_3000_hate/EgUHTz5XgAQrOEA.jpg,The militaristic costume is a h/t to Putin. #RNCConvention2020. #ShitShowNightTwo #RNC2020 #TrumpChaos https://t.co/lR52zwfVu1,WHO ARE ILL OR SUFFERING. I KNOW MANY PEOPLE ARE ANXIOUS UNEWS YOUR VOIC AND ,ie rq ill suffering know eat 22 anxious wn ba,0.0
mask_08,masksdontwork,1295973340939722753,./tweet_data/mask_08/masksdontwork/tweets3/Efw44qKXkAAsfcg.jpg,./annot_3000_hate/Efw44qKXkAAsfcg.jpg,"More people now trust Dr Pepper than Dr #Fauci 

#FauciTheFraud 
#CovidHoax 
#HerdImmunity 
#MasksOff 
#masksdontwork https://t.co/O7hEpIK7fm","ODr Tepper Est.1885 Dr. Pepper is Never Wrong ... Fauci, Not So Much ",cg ee ray gal ae vege ky aw tae ae dr pepper wrong,0.0
ageism_08,covididiot,1289375287973564417,./tweet_data/ageism_08/covididiot/tweets1/EeTH_MyXoAYVTur.jpg,./annot_3000_hate/EeTH_MyXoAYVTur.jpg,@WhiteHouse @realDonaldTrump These tweets didn't age well... #TrumpOwnsEveryDeath #TrumpVirus #TrumpVirusDeathToll150K #TrumpVirusCatastrophe #TrumpVirus2020 #COVIDIDIOT #TrumpThreatensAmerica #TrumpIsNotWell https://t.co/ya5xSBbdz3,"COVID19 Herman Cain @THEHermanCain Don't believe everything you hear on Fake News. I never had the Wuhan Flu, because it doesn't exist. #maskoff #mybodymychoice #plandeWAS LIKE ",herman cain uit ke nt believe hear fake news wuhan flu exist ia,0.0
asianhate_04,ChinaVirus,1252071785727692805,./tweet_data/asianhate_04/ChinaVirus/tweets3/EWBApl_X0AA-26Y.jpg,./annot_3000_hate/EWBApl_X0AA-26Y.jpg,"#VirusGuard Nebulizer Machine offers up to 10 days #disinfection &amp; #protection against #Covid19  

#Protect yourself and #passengers with #VirusGuard from #coronavirus

https://t.co/XwEak900vC

#Chinavirus #Wuhanvirus #COVID19 #aviationnews #aircrafts #airlines #boeing #airbus https://t.co/GInYlbtLs7",Virus - Guard Stops Cross Sustainable Disinfection DISINFECTS & Contamination PROTECTS UPTO 10 DAYS against Covid19 Disinfects unreachable areas www.virguard.com ,virus guard ge stop cross contamination ei nn unreachable area sr,0.0
politics_08,dictatordan,1289839440613871618,./tweet_data/politics_08/dictatordan/tweets1/EeZuIgNU8AEFEWi.jpg,./annot_3000_hate/EeZuIgNU8AEFEWi.jpg,lol u guys are saying “OOHHH  #DictatorDan THIS A VIOLATION OF MY RIGHTS!” like look here privileged sugarqueen if you’d stayed home and wore a mask like he asked u to we could have schools open and sports venues running 🤪 but I didn’t say nothing 😉 https://t.co/qYSTaaZalc,Victorians Not following restrictions Fucking Dan Andrews ,victorians follow aes fucking andrews,1.0
mask_2021-02,maskhole,1359613267870691330,./tweet_data/mask_2021-02/maskhole/tweets2/Et5RD2OXAAAf87b.jpg,./annot_3000_hate/Et5RD2OXAAAf87b.jpg,Oh yeah baby!  #MaskUpAmerica #MaskUp #MaskHole https://t.co/Ihqd7oXSsp,Understanding the difference. Flasher Streaker Nudist ,understand difference flasher streaker nudist,1.0
mask_2021-02,maskoff,1361356948021469186,./tweet_data/mask_2021-02/maskoff/tweets3/EuSC31JUUAAdOyn.jpg,./annot_3000_hate/EuSC31JUUAAdOyn.jpg,"Get 1 Mystery Mask with Purchase Every Monday.
*
No code necessary. Free mask will automatically be shipped with your purchase.
*
Buy now: https://t.co/I9YHtvbkOY
*
#sales #happyshopping #maskoftheday #maskwalla #mask #maskerwajah #masker #masks #maskerjerawat #maskoff #maskara https://t.co/iZLubGO4ND",mystry mor GET 1 FREE MYSTERY MASK WITH PURCHASE EVERY MONDAY. NO CODE NECCESSARY. FREE MASK WILL AUTOMATICALLY BE SHIPPED WITH YOUR PURCHASE. ,carl se purchase monday code neccessary ez naa ele ln purchase,0.0
politics_12,TrumpIsANationalDisgrace,1337406854926917635,./tweet_data/politics_12/TrumpIsANationalDisgrace/tweets2/Eo9sclGXIAMuuVu.jpg,./annot_3000_hate/Eo9sclGXIAMuuVu.jpg,@realDonaldTrump They might’ve won this but you were names LOSER OF THE YEAR! Congratulations #Loser #TrumpIsANationalDisgrace #DiaperDon https://t.co/S81ryUIux5,"DOUBLE ISSUE DEC. 21 / DEC. 28, 2020 PERSONOF theYEAR TIME JOE BIDEN AND KAMALA HARRIS CHANGING AMERICA'S STORY Elme.com ",person yy af ll a0 pe te,0.0
politics_2021-02,QAnonCult,1361193281103650816,./tweet_data/politics_2021-02/QAnonCult/tweets3/EuPuD-iWYAUGn8D.jpg,./annot_3000_hate/EuPuD-iWYAUGn8D.jpg,Semi big-Dick and zero balls...fucking #QAnonCult members. @ryandriller come get ya boy. https://t.co/8bwCUCWjDq,Chad White 70.9K Tweets @chadwhitexxx Chad White @chadwhitexxx You're blocked You can't follow or see @chadwhitexxx's Tweets. Learn more ,chad white 709 tweet ws yy ja wh woe chad white block nt follow tweet learn,0.0
asianhate_04,BoycottChina,1249389159388712960,./tweet_data/asianhate_04/BoycottChina/tweets2/EVa4z4KXYAAv-ix.jpg,./annot_3000_hate/EVa4z4KXYAAv-ix.jpg,@nathanlawkc Great minds think alike #nnevvy #BoycottChina https://t.co/hUIOKggRaj,Hong Kong Thailand Taiwan ÚSA China ,aw 94 ie thailand mong wy ina ey te,1.0
politics_04,TrumpGenocide,1250561511795261441,./tweet_data/politics_04/TrumpGenocide/tweets3/EVrjESTUcAERjdC.jpg,./annot_3000_hate/EVrjESTUcAERjdC.jpg,"Oh my
#TrumpGenocide #thamemeweaver https://t.co/FyeBnVt8pv",Cutting your own hair in lockdown ,cut hair lockdown wat ce yew,1.0
politics_04,kag,1255302184838803459,./tweet_data/politics_04/kag/tweets5/EWu6kE0WAAcTJPM.jpg,./annot_3000_hate/EWu6kE0WAAcTJPM.jpg,"Keep America Sexy! These designs are in honor of @FLOTUS. A tribute to her interior &amp; exterior beauty. Lamestream Media ignores because they hate Trump. But it's okay to look GREAT while you are doing good. Let’s support Melania.  https://t.co/2orbPzxFKW #KeepAmericaSexy, #KAG https://t.co/dSE3zdjXut",Melania TRUMP KEEP AMERICA SEXY 2020 * KEEP AMERICA SEXY PILGRIM PATRIOTS ,iid fy et se ge sa ye ne med rr al lel rump fe sa ed tier america sexy,1.0
ageism_2021-04,covidiots,1386068831928418307,./tweet_data/ageism_2021-04/covidiots/tweets4/EzxOPx4VcAMZ4FS.jpg,./annot_3000_hate/EzxOPx4VcAMZ4FS.jpg,"One of the biggest #Instagram #CovidIndia resource handles has suddenly gone mute. They put up this post then deleted it a few minutes later. @PMOIndia is it inflammatory in your view, to help countless people YOU should have but did not?

#India is bein run by #COVIDIOTS https://t.co/FXfcnDOWjP","covidaidresources As per the recently issued order, we will be inactive for a while. Please take care of yourself and your families. Our best wishes to all of you COVID-19 RESOURCES AID India 618 likes covidaidresources IMPORTANT View all 21 comments 16 minutes ago •.. ",recently issue order inactive care family good wish ovid resou india 618 like important lal ne,0.0
immigration_12,BuildTheWall,1335706163162341376,./tweet_data/immigration_12/BuildTheWall/tweets1/EolhrUrXcAMmBZg.jpg,./annot_3000_hate/EolhrUrXcAMmBZg.jpg,"SOUTHWEST BORDER SECURITY
GAO-17-331 - February 2017

Legacy landing mat style pedestrian fence

BLOG https://t.co/B9jCyAdeso

#BuildTheWall #FinishTheWall

#QuikTake qt-twall-905 by #borderObserver https://t.co/WlOPyxeE0w",825 18234 Legacy landing mat style pedestrian fence Source: GAO. | GAO-17-331 ,ity ree ee fe ss sa es legacy landing mat style pedestrian fence source gao,1.0
immigration_04,BuildTheWall,1249697821755936768,./tweet_data/immigration_04/BuildTheWall/tweets2/EVfRi1gWAAE0ddP.jpg,./annot_3000_hate/EVfRi1gWAAE0ddP.jpg,Is Robert suggesting that maybe we #BuildTheWall around South Carolina? https://t.co/5RukefcZXK,"Robert Gecy So, it's not enforceable and you can still go to public spaces and businesses..just stay 6ft apart! Isn't this what the governor is already doing? How about talk to the governor and have him keep tourist and people who dont live here out! ",robert enforceable public space business eeeee stay ft apart nt governor talk governor tourist people nt live,0.0
ageism_2021-04,covidiots,1387099698452996096,./tweet_data/ageism_2021-04/covidiots/tweets4/Ez_30kPWQAc0Fs8.jpg,./annot_3000_hate/Ez_30kPWQAc0Fs8.jpg,"With so many #Covidiots in the USA, especially in #Iowa, I will pass. https://t.co/9CMldezLru https://t.co/oUvaZIdSb6",I THINK I'LL PASS BETA ,mt think ill pass exe,0.0
politics_08,TrumpGestapo,1293217285541437441,./tweet_data/politics_08/TrumpGestapo/tweets2/EfJuPkeX0AAWGxG.jpg,./annot_3000_hate/EfJuPkeX0AAWGxG.jpg,"@atrupar Trump has:
-Extorted Ukraine
-Declared the election rigged
-Had #TrumpGestapo terrorize voters
-Wants to ban voting by mail
-Wants to delay the election 
-#FridayNightMassacre at USPS.
-Raised the return mail-in ballot stamp price.

This isn't democracy.

This is tyranny. https://t.co/y4FbGoxjVq","Imagine If You Will A nation held hostage by a narcissist, who believes that only people who like him have the right to vote. OLALewman ",imagine iy zh al ee roa nation hold hostage narcissist believe people like right vote,1.0
politics_12,TrumpIsANationalDisgrace,1337522640911650816,./tweet_data/politics_12/TrumpIsANationalDisgrace/tweets2/Eo_VwIjU8AElhn-.jpg,./annot_3000_hate/Eo_VwIjU8AElhn-.jpg,"@realDonaldTrump This magazine in Germany views Trump as a wannabe Hitler and so do over 80 Million Americans who voted for President-elect Biden!
#TrumpIsANationalDisgrace https://t.co/IVptHb4bpQ","DER SPIEGEL, Nr. 6 4.2.2017 DER SPIEGEL Nr. 46 7.11.2020 Make America great again AMERICA FIRST SPIEGEL-Gespräc Martin Schulz: „Es geht in Deutschland nicht gerecht zu"" Kapitalanlade Autos, Aktien, Anleihen - was tun in heiklen Zeiten? Schule Die unverstandenen Problemkinder ",ie fh ie spie hh america great america spore,1.0
asianhate_04,ChineseVirus,1248585753317253125,./tweet_data/asianhate_04/ChineseVirus/tweets2/EVPeH_NUwAE035q.jpg,./annot_3000_hate/EVPeH_NUwAE035q.jpg,"Download now https://t.co/ix5yNoqfe1
#LockdownExtended #ChineseVirus #OPEC https://t.co/c4AfsALwU1",>> JIO STUDIOS AND PREM VIJAN PRESENT DINESH VIJAN'S DIRECTED BY HOMI ADAJANIA A MADDOCK FILMS AND LONDON CALLING PRODUCTION ,tana cre medium eta enter caro,0.0
politics_08,Trump2020Landslide,1289510604328271872,./tweet_data/politics_08/Trump2020Landslide/tweets1/EeVDDa9XsAAbde0.jpg,./annot_3000_hate/EeVDDa9XsAAbde0.jpg,"🍿😁 Looky looky Hillary 
Your hubby made the news☠
#Trump2020Landslide https://t.co/5B5hbLhsUz","NEW YORK POST SUBSCRIBE TODAY NYPOST.COM/HD SATURDAY, AUGUST 1. 2020/Mostly sunny, 89/ Weather: R 27 * SPORTS EXTRA nypost.com 1-800-552-7678 $2.00 Maxwell, Ghislaine THE O MAXWELL FILES Newly released depositions in a lawsuit against Ghislaine Maxwell claim Bill CIlinton and Alan Dershowitz were among the visitors to Jeffrey Epstein's perv island. REVEALED Victim: 'Epstein used me as sex slave to blackmail the powerful' 6-9 PAGES ",ae lg oo sports extra 11 ell file ty fst ro aa sex slave met powe le,0.0
asianhate_08,BoycottChina,1297501939228278785,./tweet_data/asianhate_08/BoycottChina/tweets4/EgGnIRUUYAo7FF1.jpg,./annot_3000_hate/EgGnIRUUYAo7FF1.jpg,"@FortuneMagazine Good job GOOGLE for #StandWithHK and help #defendinghongkong from the #CCP #NationalSecurityLaw

#BoycottChina https://t.co/bPJvbfD2xz",FREEDOM!!! ,freedom,0.0
asianhate_2020-02,Wuhanvirus,1223929394743234560,./tweet_data/asianhate_2020-02/Wuhanvirus/tweets1/EPxFSURUcAI9sxp.jpg,./annot_3000_hate/EPxFSURUcAI9sxp.jpg,"#Coronarivus #LennonWall #HongKong 
Saw these posters about #WuhanVirus (teaching ppl how to prevent infection) in SSP 2 days ago. Even the pro-🇨🇳 bastards didn’t dare to tear’em off  🙈🙈Still they were gone by today ( I bet it was the FEHD)😢
撕紙狗都唔敢撕🙊但應該俾食環撕了😢 https://t.co/WubhvQGgFf",2020 t ,aa ord fp sea ww al morrie sae 2020 res,0.0
politics_08,LiarInChief,1298330535882874884,./tweet_data/politics_08/LiarInChief/tweets4/EgSYvbaXsAgF4aN.jpg,./annot_3000_hate/EgSYvbaXsAgF4aN.jpg,"#DrFauci: “it’s absolutely paramount that you definitively show that a vaccine is safe AND effective, BOTH. 

We would hope that nothing [ie: #Trump] interferes with the full demonstration that a #vaccine is safe &amp; effective.”

#TrumpLiesPeopleDie #COVID19 #LiarInChief https://t.co/FiHkkxpb41",AS-CO coronavirus SARS-COV-2 Dr. Fauci just issued a crucial warning about coronavirus vaccines CINE ACCIN VAC Coronavi ARS-COL avirus CoV-2 10 ml Some ampoules with a coronavirus vaccine candidate in a box. Image source: M.Rode- Foto/Adobe ,dr issue crucial warning coronavirus vaccine unb v4 ssl o2 aa ty oy arf tt mh ty,0.0
asianhate_08,CCP_is_terrorist,1293493737604001797,./tweet_data/asianhate_08/CCP_is_terrorist/tweets2/EfNpshSUYAAknMx.jpg,./annot_3000_hate/EfNpshSUYAAknMx.jpg,@AFP So where is the claimed original intention of Carrie Lam now? #antiELAB #CCP #CCP_is_terrorist https://t.co/8Y0xrFbzPJ,"Proposed the bill that would allow extradition to China in order to ""save Hong Kong from becoming a CRIMINAL PARADISE 2019 ",ae enc le allow extradition china order save hong kon ie siem uae est el ttl las,0.0
politics_12,TrumpIsACompleteFailure,1336585480910016517,./tweet_data/politics_12/TrumpIsACompleteFailure/tweets2/EoyBaJyWEAEBGAO.jpg,./annot_3000_hate/EoyBaJyWEAEBGAO.jpg,@WhiteHouse @realDonaldTrump Not only @pfizer and #Moderna CEOs rejected your invitation but we also found you didn't enough for Americans. #TrumpIsACompleteFailure #TrumpKilledAmericans #LockHimUp https://t.co/WYjefyUgHJ,"MEANWHILE, SIX YEARS FROM NOW. Wann TRUMP, DONALD J 2025- RIKERS ISLAND, NY @HotPocketsaNll ",teats ttc od pas ut aa,1.0
ageism_04,covididiot,1254476248442703872,./tweet_data/ageism_04/covididiot/tweets4/EWjLftbWAAMzOVH.jpg,./annot_3000_hate/EWjLftbWAAMzOVH.jpg,"“I like bleach” - Donald Trump
😜🤯
#Bleachgate #COVIDIDIOT #covid19 #coronavirus #trump #potus https://t.co/KDb6hU1Dfo","Look, I've just drunk a pint of bleach and it's done me no harm!! ",look ve drunk pint bleach harm ae,1.0
politics_2021-04,QAnonCult,1377970313544134657,./tweet_data/politics_2021-04/QAnonCult/tweets1/Ex-IhMAVgAIW0_b.jpg,./annot_3000_hate/Ex-IhMAVgAIW0_b.jpg,@Rachel1964Alva Nothing wrong with #slapping 👋🏻 some sense into a #QAnonCult member that needs to be removed from Congress because she's a #strangerdanger https://t.co/KzkBuSbXjz,"CPACRG NO LONGER THE MOST BAT-SHIT CRAZY CONGRESSWOMAN-EVER HOLD MY BEER, MÍCHELE! imgfip.com ",ak long batshit crazy ores oo iu id hold beer michele,1.0
asianhate_04,ChinaVirus,1251742159926996998,./tweet_data/asianhate_04/ChinaVirus/tweets3/EV8U2EJVcAAbAnW.jpg,./annot_3000_hate/EV8U2EJVcAAbAnW.jpg,China lied people died. DONT BELIEVE IN CHINA!!! #WuhanVirus #ChinaVirus #ChinaMustPay #COVID #COVID19 https://t.co/nQSZAotstG,China fake corona death numbers the whole world ,ey na fake corona death number ras hn ool ar rid,1.0
ageism_2021-02,babyboomers,1365432705807220738,./tweet_data/ageism_2021-02/babyboomers/tweets4/Eux1eRlXMAo3kiy.jpg,./annot_3000_hate/Eux1eRlXMAo3kiy.jpg,"Traveling to Italy is going to be fun! Right after you read: Traveling Boomers – First Stop Italy! Read it now for only 99₵ https://t.co/mI4tniySS5 
#Travel #Italy #amreading #scbl2021read #bookworm #babyboomers #lovetotravel #travelsmart #JoannesBooks https://t.co/dXnbs8wgyd",Read Travelling Boomers First Stop: Italy Before By Joanne Fisher ,travel boomer pa ms ey ml ok aa joanne fisher,1.0
ageism_2021-04,covidiots,1378117166407516160,./tweet_data/ageism_2021-04/covidiots/tweets1/EyAOQW4W8AEqjsZ.jpg,./annot_3000_hate/EyAOQW4W8AEqjsZ.jpg,#COVID19 #COVIDIOTS #WearADamnMask We are fecked🥺 https://t.co/DiTTEveCro https://t.co/ULbbQzBvqM,IDIOCRACY THE ONLY MOVIE THAT STARTED OUT ASA COMEDY AND IS TURNING INTO A DOCUMENTARY MA ,eee inal st start comedy lt uoc pec,0.0
politics_12,CreepyJoe,1338685142194212864,./tweet_data/politics_12/CreepyJoe/tweets3/EpP3BzNVQAAi67V.jpg,./annot_3000_hate/EpP3BzNVQAAi67V.jpg,@MichaelRapaport Meanwhile #CreepyJoe dogged 5 drafts for asthma 🤪🤡🤪 #DemocratsAreDestroyingAmerica https://t.co/qmaujpU1oX,Lifeguard/Football player Joe Biden got five draft deferments for asthma during Vietnam. ,player joe biden ot draft deferment asthma vietnam,0.0
